age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,% augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,est_marie,departement_Consulting,departement_Ressources Humaines,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,poste_level,freq_deplacement_level,ratio_exp_entreprise,revenu_par_age,age_group,satisfaccion_media
53,1,2306,2,13,7,7,2,3,2,3,4,1,4,1,20,0,1,3,6,2,4,5,1,False,False,False,False,True,False,False,6,1,1.625,42.7037037037037,4,2.5
45,1,2348,8,20,17,9,2,3,2,2,3,1,3,0,18,0,1,2,9,3,0,15,0,True,False,False,True,False,False,False,1,1,1.1111111111111112,51.04347826086956,3,2.0
32,0,8998,1,9,9,8,2,3,3,4,4,3,3,0,14,0,0,2,8,3,3,7,0,False,False,False,False,True,False,False,5,2,0.9,272.6666666666667,2,3.25
29,1,4319,1,10,10,7,4,3,2,3,1,3,3,0,13,0,1,1,1,1,0,9,1,True,False,True,False,False,False,False,3,0,0.9090909090909091,143.96666666666667,1,2.75
51,1,6132,2,10,1,0,2,2,2,3,3,3,3,0,17,0,0,2,7,4,0,0,1,True,False,False,False,False,False,True,3,1,5.0,117.92307692307692,4,2.75
58,0,3346,4,9,1,0,2,2,1,2,2,2,4,1,20,0,1,3,9,3,0,0,1,True,False,False,False,False,False,True,2,1,4.5,56.71186440677966,4,2.0
40,1,10855,7,15,12,11,3,2,3,4,1,2,3,0,11,0,1,2,4,4,2,11,1,False,False,False,False,True,False,False,5,1,1.1538461538461537,264.7560975609756,2,2.5
34,0,2231,6,6,4,3,3,3,1,3,4,3,3,0,18,0,1,3,2,4,1,2,1,False,False,False,False,True,False,False,6,2,1.2,63.74285714285714,2,3.25
22,1,2323,1,2,2,2,3,3,1,4,1,3,4,0,24,0,2,6,19,1,2,2,1,True,False,False,False,False,False,True,2,1,0.6666666666666666,101.0,1,2.75
27,1,2024,6,6,2,2,4,3,1,2,4,1,3,0,18,0,1,1,9,3,2,2,0,True,False,False,False,False,False,True,2,0,2.0,72.28571428571429,1,2.75
28,1,2713,1,5,5,2,3,3,1,4,3,1,3,0,11,0,1,2,21,3,0,2,1,True,False,False,False,False,False,True,2,1,0.8333333333333334,93.55172413793103,1,2.75
57,1,9439,3,12,5,3,3,4,3,4,2,1,3,1,16,0,1,2,24,2,1,4,0,True,False,False,True,False,False,False,4,1,2.0,162.74137931034483,4,2.5
27,1,2566,1,1,1,1,3,2,1,3,4,2,3,1,15,0,1,2,3,3,0,1,0,True,False,False,False,False,False,True,2,0,0.5,91.64285714285714,1,3.0
50,0,19926,3,21,5,4,3,3,5,2,2,3,3,0,15,0,0,5,11,3,4,4,0,True,False,False,True,False,False,False,8,1,3.5,390.70588235294116,3,2.5
41,1,2451,4,13,9,8,1,3,1,3,1,3,3,0,12,0,1,2,14,3,1,8,0,True,False,False,True,False,False,False,2,1,1.3,58.357142857142854,3,2.0
30,0,9419,2,12,10,9,2,3,3,4,3,3,3,0,12,0,1,2,5,3,7,4,1,False,False,False,True,False,False,False,5,1,1.0909090909090908,303.83870967741933,1,3.0
38,0,8686,4,12,8,3,1,2,2,4,3,4,4,0,22,0,0,2,1,4,0,7,0,False,False,False,True,False,False,False,5,1,1.3333333333333333,222.71794871794873,2,3.0
32,1,3038,3,8,5,4,3,3,1,3,1,3,4,0,20,0,0,2,6,5,1,4,0,True,False,False,True,False,False,False,2,1,1.3333333333333333,92.06060606060606,2,2.5
27,1,3058,0,6,5,2,3,3,1,2,4,2,3,1,16,0,1,3,17,3,1,1,1,True,False,True,False,False,False,False,2,1,1.0,109.21428571428571,1,2.75
19,0,2325,0,1,0,0,3,1,1,1,1,4,4,0,21,1,0,5,1,1,0,0,0,False,False,True,False,False,False,False,6,2,1.0,116.25,0,2.25
36,1,2088,4,13,8,7,4,3,1,2,3,2,3,0,12,0,0,3,3,2,7,2,0,True,False,False,False,False,False,True,1,2,1.4444444444444444,56.432432432432435,2,2.75
30,1,3072,1,12,12,9,3,3,2,1,3,3,3,0,11,0,2,4,9,3,6,10,0,True,False,False,False,False,False,True,1,0,0.9230769230769231,99.09677419354838,1,2.5
45,0,5006,4,9,5,4,3,3,2,1,1,4,3,1,11,0,1,3,4,2,0,3,0,False,False,False,True,False,False,False,5,1,1.5,108.82608695652173,3,2.25
56,0,4257,4,19,2,2,3,3,1,1,3,3,3,1,18,0,1,3,8,3,2,2,0,True,False,False,True,False,False,False,2,1,6.333333333333333,74.6842105263158,4,2.5
33,1,2500,0,4,3,1,3,3,1,4,1,4,3,0,14,0,0,2,2,3,0,2,0,True,False,False,True,False,False,False,2,1,1.0,73.52941176470588,2,3.0
19,1,1102,1,1,1,0,2,2,1,4,3,2,4,0,22,1,0,3,2,3,1,0,0,True,False,False,True,False,False,False,1,1,0.5,55.1,0,2.75
46,0,10453,1,24,24,13,2,3,3,1,3,3,4,0,25,0,3,2,1,2,15,7,0,False,False,False,False,True,False,False,5,1,0.96,222.40425531914894,3,2.25
38,0,2288,1,2,2,2,3,3,1,4,3,3,3,0,12,0,0,3,9,2,2,1,0,True,False,False,True,False,False,False,1,1,0.6666666666666666,58.666666666666664,2,3.25
31,0,3929,8,7,4,2,3,3,1,4,3,3,4,1,23,0,1,0,12,1,0,2,1,True,False,False,False,False,False,True,2,1,1.4,122.78125,2,3.25
34,0,2311,2,9,3,2,4,3,1,2,4,3,3,0,15,0,0,3,27,2,1,2,0,True,False,False,False,False,False,True,2,1,2.25,66.02857142857142,2,3.25
41,0,3140,1,4,4,3,2,3,1,2,4,2,4,1,22,1,0,5,20,2,0,2,0,False,False,False,False,True,False,False,6,1,0.8,74.76190476190476,3,2.5
50,1,3690,2,5,3,2,3,2,1,3,4,2,3,0,15,0,1,2,1,3,0,2,1,True,False,False,False,False,False,True,1,1,1.25,72.3529411764706,3,3.0
53,0,4450,1,5,4,2,4,4,2,1,3,3,3,0,11,0,2,3,13,2,1,3,0,True,False,False,False,False,False,True,3,1,1.0,82.4074074074074,4,2.75
33,0,2756,1,8,8,7,4,3,1,2,4,3,3,0,13,0,1,5,14,3,1,6,1,True,False,False,False,False,False,True,2,1,0.8888888888888888,81.05882352941177,2,3.25
40,0,19033,1,21,20,8,4,3,5,3,2,3,3,0,14,0,1,2,4,1,9,9,1,True,False,False,False,False,False,True,8,1,1.0,464.219512195122,2,3.0
55,1,18722,8,36,24,15,3,4,5,2,4,3,3,0,11,0,0,3,14,4,2,15,0,True,False,False,False,False,False,True,7,1,1.44,334.32142857142856,4,3.0
34,1,9547,1,10,10,9,4,2,2,3,3,2,3,0,17,0,0,2,2,1,1,9,1,True,False,False,True,False,False,False,3,2,0.9090909090909091,272.77142857142854,2,3.0
51,0,13734,3,21,7,7,4,3,4,2,3,3,3,0,18,0,0,6,3,3,1,0,0,True,False,False,False,False,False,True,4,1,2.625,264.11538461538464,4,3.0
52,1,19999,0,34,33,18,3,2,5,3,1,3,3,0,14,0,1,5,1,4,11,9,1,True,False,False,True,False,False,False,8,1,1.0,377.33962264150944,4,2.5
27,0,2279,1,7,7,7,4,3,1,2,4,2,3,0,16,0,0,2,9,3,0,3,0,True,False,False,False,False,False,True,2,1,0.875,81.39285714285714,1,3.0
35,1,5916,3,8,1,0,2,2,2,3,1,3,3,1,13,1,0,1,23,2,0,1,1,True,False,False,True,False,False,False,3,1,4.0,164.33333333333334,2,2.25
43,1,2089,4,7,5,4,4,4,1,4,4,4,3,0,14,0,3,3,7,3,2,2,0,True,False,False,False,False,False,True,2,0,1.1666666666666667,47.47727272727273,3,4.0
45,1,16792,9,22,20,8,1,2,4,4,4,3,4,0,23,0,1,1,2,2,11,8,1,True,False,False,False,False,False,True,8,0,1.0476190476190477,365.04347826086956,3,3.0
37,1,3564,1,8,8,7,2,4,1,1,1,2,3,1,12,0,1,3,21,3,1,7,1,True,False,False,True,False,False,False,2,1,0.8888888888888888,93.78947368421052,2,1.5
35,0,4425,5,10,6,2,2,3,2,2,4,3,3,0,11,0,0,5,2,3,1,2,0,True,False,False,False,False,False,True,1,2,1.4285714285714286,122.91666666666667,2,2.75
42,0,5265,2,11,5,3,3,3,2,3,2,3,3,0,16,0,1,5,21,2,0,2,0,True,False,False,False,False,False,True,3,0,1.8333333333333333,122.44186046511628,3,2.75
38,1,6553,9,14,1,0,4,3,2,3,2,3,3,0,14,0,0,3,2,4,0,0,1,True,False,False,True,False,False,False,3,1,7.0,168.02564102564102,2,3.0
38,1,6261,3,9,7,7,4,3,2,4,1,1,3,0,18,0,1,3,29,3,1,7,1,True,False,True,False,False,False,False,3,1,1.125,160.53846153846155,2,2.5
27,1,4298,5,6,2,2,3,2,2,1,3,3,3,0,19,0,1,1,1,1,2,0,1,True,False,True,False,False,False,False,3,2,2.0,153.5,1,2.5
49,1,6804,1,7,7,7,4,3,2,4,1,3,3,1,15,0,2,0,18,4,1,7,0,True,False,False,True,False,False,False,3,0,0.875,136.08,3,3.0
34,1,3815,1,5,5,3,4,3,1,3,4,4,3,1,17,0,1,4,10,4,2,0,0,True,False,False,False,False,False,True,2,2,0.8333333333333334,109.0,2,3.75
40,1,2741,8,15,7,2,3,3,2,4,3,4,3,1,15,0,1,2,19,2,3,7,1,True,False,False,False,False,False,True,1,1,1.875,66.85365853658537,2,3.5
38,1,6673,7,17,1,0,2,3,2,1,2,3,3,1,19,1,0,2,29,1,0,0,1,True,False,False,False,False,False,True,4,1,8.5,171.10256410256412,2,2.0
29,0,7639,1,10,10,4,2,3,3,4,4,2,4,0,22,1,3,3,27,3,1,9,1,False,False,False,False,True,False,False,5,1,0.9090909090909091,254.63333333333333,1,3.0
22,1,2328,1,4,4,2,4,4,1,2,1,2,3,1,16,0,1,2,5,3,2,2,0,True,False,False,True,False,False,False,2,1,0.8,101.21739130434783,1,2.25
36,0,2153,1,8,8,1,2,3,1,4,1,3,3,0,13,0,0,2,18,1,1,7,0,True,False,False,False,False,False,True,1,2,0.8888888888888888,58.189189189189186,2,2.5
40,1,4876,9,5,3,2,4,2,2,4,4,1,3,0,14,0,1,5,9,5,0,2,1,True,False,False,True,False,False,False,4,0,1.25,118.92682926829268,2,3.25
46,1,9396,7,17,4,2,4,3,3,1,3,3,3,0,16,0,1,3,1,4,0,3,0,True,False,False,False,False,False,True,4,1,3.4,199.91489361702128,3,2.75
32,1,10400,1,14,14,8,4,1,3,4,3,2,3,0,11,1,0,2,4,4,9,8,1,False,False,False,False,False,False,True,5,1,0.9333333333333333,315.1515151515151,2,3.25
30,1,8474,1,12,11,8,3,2,3,3,3,3,4,0,22,0,0,2,1,1,5,8,0,True,False,False,True,False,False,False,3,0,1.0,273.35483870967744,1,3.0
27,0,9981,1,7,7,7,4,3,2,3,4,3,3,0,14,0,0,2,20,3,0,7,0,False,False,False,True,False,False,False,5,2,0.875,356.4642857142857,1,3.5
51,1,12490,5,16,10,9,2,2,3,2,4,1,3,0,16,0,2,5,8,4,4,7,1,True,False,False,True,False,False,False,7,1,1.4545454545454546,240.19230769230768,4,2.25
30,0,2657,5,8,5,2,4,3,1,1,3,3,3,1,11,1,0,5,3,3,0,4,0,True,False,True,False,False,False,False,2,1,1.3333333333333333,85.70967741935483,1,2.75
41,0,13591,3,16,1,0,4,3,3,4,3,3,3,1,18,0,0,3,6,3,0,0,0,False,False,False,True,False,False,False,8,1,8.0,323.5952380952381,3,3.5
30,0,6696,5,9,6,3,3,2,2,1,3,2,3,0,15,1,0,5,26,4,0,1,0,False,False,False,False,True,False,False,5,2,1.2857142857142858,216.0,1,2.25
29,1,2058,0,7,6,2,3,3,1,3,4,2,3,0,14,1,0,1,1,3,1,5,0,True,False,True,False,False,False,False,2,1,1.0,68.6,1,3.0
45,0,8865,6,23,19,7,4,2,3,4,4,3,3,0,12,0,0,2,6,3,12,8,0,False,False,False,False,False,False,True,5,0,1.15,192.7173913043478,3,3.75
54,0,5940,2,16,6,2,4,3,2,1,4,3,3,0,14,0,1,4,3,3,0,5,1,False,False,False,False,True,False,False,5,1,2.2857142857142856,108.0,4,3.0
36,1,5914,8,16,13,11,4,3,2,2,4,4,3,0,16,0,0,3,5,2,3,7,0,True,False,False,True,False,False,False,1,1,1.1428571428571428,159.83783783783784,2,3.5
33,0,2622,6,7,3,2,3,2,1,2,4,3,4,0,21,0,0,3,4,4,1,1,1,True,False,False,False,False,False,True,2,1,1.75,77.11764705882354,2,3.0
37,1,12185,1,10,10,8,2,3,3,4,3,3,3,1,14,0,3,1,11,3,0,7,0,True,False,False,False,False,False,False,7,2,0.9090909090909091,320.6578947368421,2,3.0
38,1,10609,0,17,16,10,1,3,3,3,3,2,3,0,12,0,2,6,3,3,5,13,0,False,False,False,True,False,False,False,5,1,1.0,272.02564102564105,2,2.25
31,1,4345,0,6,5,4,3,1,2,3,4,3,3,0,12,0,1,2,1,4,1,4,1,True,False,False,False,False,False,True,3,0,1.0,135.78125,2,3.25
59,1,2177,3,7,1,0,3,2,1,4,1,3,3,0,17,0,1,6,3,3,0,0,1,True,False,False,True,False,False,False,2,1,3.5,36.28333333333333,4,2.75
37,1,2793,4,13,9,8,1,3,1,4,3,3,3,0,17,0,1,2,4,4,5,8,0,False,False,False,False,True,False,False,6,2,1.3,73.5,2,2.75
29,0,7918,1,11,11,10,2,3,3,4,4,3,3,0,14,0,1,5,1,1,4,1,1,False,False,False,False,False,False,True,5,2,0.9166666666666666,263.93333333333334,1,3.25
35,0,8789,1,10,10,7,3,3,3,3,1,4,3,0,14,0,0,3,1,3,0,8,0,False,False,False,False,True,False,False,5,2,0.9090909090909091,244.13888888888889,2,2.75
29,1,2389,1,4,4,3,3,2,1,4,3,2,3,1,13,1,0,3,18,1,0,1,0,True,False,False,False,False,False,True,2,1,0.8,79.63333333333334,1,3.0
52,0,3212,7,6,2,2,3,2,1,4,2,2,3,0,15,0,0,3,2,3,2,2,0,True,False,False,True,False,False,False,1,1,2.0,60.60377358490566,4,2.75
42,1,19232,1,22,22,17,3,3,5,4,4,3,3,0,11,0,0,3,4,2,11,15,1,True,False,True,False,False,False,False,8,1,0.9565217391304348,447.25581395348837,3,3.5
59,1,2267,8,7,2,2,2,3,1,3,4,2,3,0,17,0,0,2,6,2,2,2,1,False,True,False,False,False,False,True,4,1,2.3333333333333335,37.78333333333333,4,2.75
50,0,19517,3,32,7,0,4,3,5,4,3,2,3,0,11,0,1,3,1,4,0,6,0,False,False,False,False,False,False,True,8,1,4.0,382.6862745098039,3,3.25
33,1,2436,5,8,5,4,3,3,1,4,3,1,3,1,13,1,1,2,14,3,0,4,1,True,False,False,False,False,False,True,1,1,1.3333333333333333,71.6470588235294,2,2.75
43,0,16064,5,22,17,13,4,3,4,4,3,3,4,1,22,0,1,3,16,3,1,9,1,False,False,False,False,True,False,False,8,1,1.2222222222222223,365.09090909090907,3,3.5
33,0,2707,7,13,9,7,1,3,1,1,1,4,4,0,20,1,0,3,2,2,1,7,1,True,False,False,True,False,False,False,1,1,1.3,79.61764705882354,2,1.75
52,1,19068,1,33,33,7,1,2,5,3,4,4,3,1,18,0,0,2,2,4,15,12,0,False,False,False,True,False,False,False,8,0,0.9705882352941176,359.77358490566036,4,3.0
32,0,3931,2,6,4,3,3,3,1,2,1,3,3,0,11,0,1,5,4,2,1,2,1,False,False,False,True,False,False,False,6,1,1.2,119.12121212121212,2,2.25
32,1,3730,0,4,3,2,4,2,1,3,4,1,3,1,14,1,0,2,1,3,1,2,0,True,False,False,True,False,False,False,1,1,1.0,113.03030303030303,2,3.0
39,0,2232,7,7,3,2,3,3,1,3,3,3,3,0,14,0,3,1,1,4,1,2,0,True,False,False,False,False,False,True,1,1,1.75,55.8,2,3.0
32,1,4465,0,4,3,2,3,3,2,4,1,3,3,0,18,0,0,2,26,4,2,2,1,False,False,False,False,True,False,False,5,0,1.0,135.3030303030303,2,2.75
41,1,3072,2,17,1,0,3,3,2,1,1,2,3,0,16,0,2,2,19,2,0,0,0,True,False,False,True,False,False,False,2,1,8.5,73.14285714285714,3,1.75
40,1,3319,1,9,9,8,1,3,2,4,1,3,3,0,17,0,2,3,24,2,4,7,0,True,False,True,False,False,False,False,2,1,0.9,80.95121951219512,2,2.25
45,1,19202,0,25,24,0,3,4,5,4,3,3,3,0,11,0,1,2,1,3,1,7,1,True,False,False,False,False,False,False,8,1,1.0,417.4347826086956,3,3.25
31,1,13675,9,9,2,2,2,3,3,3,1,3,3,0,12,0,1,3,3,4,2,2,0,True,False,False,False,False,False,True,7,2,3.0,427.34375,2,2.25
33,0,2911,1,2,2,2,3,2,1,4,3,2,3,0,13,0,1,2,5,4,0,2,1,True,False,False,True,False,False,False,2,1,0.6666666666666666,85.61764705882354,2,3.0
34,1,5957,6,13,11,9,4,2,2,1,2,3,3,0,13,0,1,3,2,4,5,9,1,True,False,False,True,False,False,False,3,1,1.0833333333333333,170.2,2,2.5
37,0,3920,2,17,3,1,3,2,1,1,1,2,3,0,14,0,1,2,1,2,0,2,1,True,False,False,False,False,False,True,2,1,4.25,103.15789473684211,2,1.75
45,1,6434,4,9,3,2,1,4,2,3,4,3,3,0,17,0,1,1,7,4,0,2,1,True,False,False,True,False,False,False,3,2,2.25,139.8695652173913,3,2.75
37,1,10048,6,17,1,0,1,3,3,3,2,3,3,0,11,1,2,5,10,3,0,0,0,True,False,False,False,False,False,True,3,2,8.5,264.42105263157896,2,2.25
39,0,10938,0,20,19,6,3,3,3,3,4,3,4,0,25,0,0,1,2,4,11,8,0,True,False,True,False,False,False,False,4,2,1.0,273.45,2,3.25
29,1,2340,1,6,6,5,3,3,1,4,1,3,3,0,19,0,0,1,15,3,1,5,0,True,False,False,True,False,False,False,2,1,0.8571428571428571,78.0,1,2.75
42,0,6545,3,10,3,2,4,4,2,1,3,3,3,1,13,0,0,1,17,2,0,2,0,True,False,False,True,False,False,False,2,1,2.5,152.2093023255814,3,2.75
29,1,6931,2,10,3,2,4,3,2,4,4,3,3,0,14,0,1,2,20,2,0,2,0,False,False,False,False,True,False,False,5,1,2.5,231.03333333333333,1,3.75
25,0,4898,0,5,4,2,1,3,2,3,4,3,3,0,12,0,2,3,1,3,1,2,1,True,False,False,True,False,False,False,3,1,1.0,188.3846153846154,1,2.75
42,0,2593,0,10,9,6,4,2,1,1,3,3,3,1,11,0,1,4,2,3,7,8,0,True,False,False,False,False,False,True,1,1,1.0,60.30232558139535,3,2.75
40,1,19436,0,22,21,7,1,3,5,3,4,3,3,0,19,0,1,5,2,2,3,9,0,True,False,False,False,False,False,True,7,1,1.0,474.0487804878049,2,2.75
51,1,2723,1,1,1,0,3,3,1,4,2,2,3,0,11,0,0,0,1,3,0,0,1,True,False,False,True,False,False,False,2,1,0.5,52.36538461538461,4,2.75
31,1,3479,0,6,5,4,3,2,1,2,2,4,3,0,11,1,0,2,29,2,1,4,0,True,False,False,False,False,False,True,1,2,1.0,108.71875,2,2.75
32,1,2794,1,5,5,1,2,4,1,2,3,1,4,0,20,0,0,3,7,3,0,3,1,True,False,False,True,False,False,False,1,2,0.8333333333333334,84.66666666666667,2,2.0
38,1,5249,3,13,8,7,4,2,2,4,4,3,3,0,18,0,1,0,2,2,7,5,1,False,False,False,True,False,False,False,5,0,1.4444444444444444,134.5897435897436,2,3.75
32,1,2176,4,9,6,2,4,2,2,1,4,3,3,0,13,0,0,5,2,1,0,4,0,True,False,True,False,False,False,False,1,1,1.2857142857142858,65.93939393939394,2,3.0
46,0,16872,3,28,7,7,3,1,4,2,2,2,3,1,12,0,1,2,2,3,7,7,1,False,False,True,False,False,False,False,8,1,3.5,358.97872340425533,3,2.25
28,1,3485,2,5,0,0,1,3,1,3,3,1,3,0,11,1,0,5,2,4,0,0,0,True,False,False,True,False,False,False,1,1,5.0,120.17241379310344,1,2.0
29,1,6644,2,10,0,0,1,2,2,2,2,3,3,0,19,0,2,2,2,3,0,0,1,False,False,False,False,False,False,True,5,1,10.0,221.46666666666667,1,2.0
31,1,5582,0,10,9,0,2,2,2,4,2,3,4,0,21,0,1,2,23,3,7,8,1,True,False,False,False,False,False,True,4,1,1.0,174.4375,2,2.75
25,1,4000,1,6,6,3,2,4,2,1,4,3,3,0,12,0,2,2,5,2,1,5,0,True,False,False,True,False,False,False,4,0,0.8571428571428571,153.84615384615384,1,2.5
45,1,13496,0,21,20,7,3,3,4,4,2,3,3,1,14,0,0,2,20,2,4,10,1,True,False,False,False,False,False,True,4,1,1.0,293.39130434782606,3,3.0
36,1,3210,0,16,15,13,4,3,1,4,3,3,3,0,11,0,1,4,6,3,10,11,1,True,False,False,True,False,False,False,1,1,1.0,86.75675675675676,2,3.5
55,1,19045,0,37,36,10,4,3,5,1,3,3,3,1,14,0,0,2,1,3,4,13,0,True,False,False,False,False,False,True,8,1,1.0,340.0892857142857,4,2.75
47,1,11849,1,10,10,7,1,3,3,2,4,2,3,1,12,1,1,2,29,4,9,9,1,True,False,False,True,False,False,False,8,0,0.9090909090909091,246.85416666666666,3,2.25
28,1,2070,1,5,5,2,4,3,1,4,4,2,4,0,23,0,1,3,9,3,0,4,1,True,False,False,False,False,False,True,2,1,0.8333333333333334,71.37931034482759,1,3.5
37,1,6502,4,7,5,4,3,3,2,4,2,4,3,0,14,0,1,5,6,4,0,1,1,False,False,False,False,False,False,True,5,1,1.1666666666666667,171.10526315789474,2,3.25
21,1,3230,1,3,3,2,4,2,1,3,1,4,3,0,17,0,0,4,3,2,1,0,0,True,False,False,False,False,False,True,2,1,0.75,146.8181818181818,1,3.0
37,0,13603,2,15,5,2,1,3,3,4,1,3,3,1,18,0,2,2,1,4,0,2,0,True,False,False,False,False,False,True,7,0,2.5,357.9736842105263,2,2.25
35,0,11996,7,10,7,7,2,4,3,2,2,2,3,0,18,0,1,6,22,3,6,2,0,True,False,False,True,False,False,False,8,1,1.25,333.22222222222223,2,2.0
38,0,5605,1,8,8,0,1,4,2,1,3,3,4,1,24,0,1,3,7,2,7,7,0,False,False,False,False,False,False,True,5,1,0.8888888888888888,143.71794871794873,2,2.0
26,0,6397,1,6,6,5,3,3,2,2,1,1,4,0,20,0,1,6,1,3,1,4,0,True,False,False,True,False,False,False,3,2,0.8571428571428571,236.92592592592592,1,1.75
50,1,19144,3,28,10,4,1,3,5,2,1,2,3,0,14,0,2,4,4,1,1,6,0,True,False,False,True,False,False,False,7,1,2.5454545454545454,375.37254901960785,3,1.5
53,1,17584,3,21,5,3,3,3,4,3,4,2,3,1,16,0,3,5,3,4,1,3,1,True,False,False,False,False,False,True,7,1,3.5,325.6296296296296,4,3.0
42,1,4907,1,20,20,16,2,3,2,3,3,3,4,0,25,0,0,3,1,1,11,6,1,False,False,False,True,False,False,False,5,1,0.9523809523809523,114.11627906976744,3,2.75
29,1,4554,1,10,10,7,2,3,2,4,1,2,3,0,18,0,0,3,2,2,0,9,0,False,False,False,True,False,False,False,5,2,0.9090909090909091,151.8,1,2.25
55,1,5415,3,12,10,7,2,3,2,4,4,3,3,1,19,0,1,4,20,2,0,8,1,True,False,True,False,False,False,False,1,1,1.0909090909090908,96.69642857142857,4,3.25
26,1,4741,1,5,5,3,1,3,2,1,3,3,3,1,13,0,1,3,11,2,3,3,1,True,False,False,False,False,False,True,4,2,0.8333333333333334,175.59259259259258,1,2.0
37,0,2115,1,17,17,12,4,3,1,4,2,3,3,0,12,0,0,3,1,3,5,7,0,True,False,False,True,False,False,False,2,1,0.9444444444444444,55.6578947368421,2,3.25
44,1,3161,3,19,1,0,4,3,1,3,4,1,4,1,22,1,1,0,24,3,0,0,0,True,False,False,True,False,False,False,1,2,9.5,70.24444444444444,3,3.0
38,1,5745,9,10,2,2,4,3,2,4,2,3,3,0,14,0,1,2,23,4,1,2,0,True,False,False,True,False,False,False,4,1,3.3333333333333335,147.30769230769232,2,3.25
26,1,2373,2,5,3,2,1,3,1,2,4,3,3,1,13,1,1,2,16,4,0,2,0,True,False,False,False,False,False,True,1,1,1.25,87.88888888888889,1,2.5
28,0,3310,1,5,5,3,4,3,1,4,4,3,4,0,21,0,0,3,8,2,0,2,0,True,False,False,True,False,False,False,2,1,0.8333333333333334,114.13793103448276,1,3.75
49,0,18665,9,22,3,2,3,3,5,1,4,3,3,1,11,0,0,4,10,4,1,2,0,True,False,False,True,False,False,False,7,2,5.5,373.3,3,2.75
36,1,4485,4,10,8,0,3,3,2,2,4,3,3,0,12,0,0,2,3,3,7,7,0,True,False,True,False,False,False,False,2,1,1.1111111111111112,121.21621621621621,2,3.0
31,0,2789,1,2,2,2,4,3,1,2,3,2,3,0,11,0,1,5,5,3,2,2,0,False,False,False,False,True,False,False,6,2,0.6666666666666666,87.15625,2,2.75
26,1,5828,1,8,8,7,4,2,2,4,2,3,3,1,12,1,0,0,4,4,7,4,0,False,False,False,False,True,False,False,5,1,0.8888888888888888,215.85185185185185,1,3.25
37,1,2326,1,4,4,2,2,3,1,4,3,2,3,1,12,0,3,3,9,3,1,2,1,True,False,False,False,False,False,True,2,2,0.8,61.21052631578947,2,2.75
42,0,13525,5,23,20,4,3,3,4,2,4,4,3,0,14,0,1,2,26,3,4,8,1,False,False,False,False,True,False,False,5,2,1.0952380952380953,314.5348837209302,3,3.25
18,1,1420,1,0,0,0,3,3,1,3,3,3,3,0,13,1,0,2,3,3,0,0,0,True,False,False,True,False,False,False,1,1,0.0,74.73684210526316,0,3.0
35,1,8020,0,12,11,9,3,3,3,2,3,2,3,0,15,0,2,3,16,3,6,9,1,False,False,False,False,True,False,False,5,1,1.0,222.77777777777777,2,2.5
36,1,3688,4,4,1,0,3,4,1,4,4,3,3,0,18,0,2,2,18,4,0,0,1,True,False,False,True,False,False,False,1,2,2.0,99.67567567567568,2,3.5
51,1,5482,5,13,4,1,4,1,2,2,4,3,3,0,18,0,1,3,2,3,1,2,0,True,False,False,False,False,False,True,3,1,2.6,105.42307692307692,4,3.25
41,1,16015,1,22,22,10,4,3,4,2,2,3,3,0,19,0,0,2,2,4,0,4,0,False,False,False,True,False,False,False,8,1,0.9565217391304348,381.3095238095238,3,2.75
18,0,1200,1,0,0,0,4,2,1,3,1,3,3,0,12,0,0,2,10,3,0,0,0,False,False,False,False,False,False,True,6,1,0.0,63.1578947368421,0,2.75
28,1,5661,0,9,8,3,2,4,2,1,3,3,3,0,19,0,0,2,16,2,0,7,0,True,False,False,False,False,False,True,4,1,1.0,195.20689655172413,1,2.25
31,1,6929,4,10,8,7,2,4,2,4,2,2,3,0,11,0,1,3,7,3,7,7,1,False,False,True,False,False,False,False,5,1,1.1111111111111112,216.53125,2,2.5
39,1,9613,0,19,18,10,3,4,3,4,1,2,3,0,17,0,3,5,1,3,3,7,0,True,False,False,False,False,False,True,4,1,1.0,240.325,2,2.5
36,0,5674,7,11,9,8,2,3,2,2,3,3,3,0,15,0,1,3,24,4,0,8,1,True,False,False,True,False,False,False,1,0,1.1,153.35135135135135,2,2.5
32,1,5484,1,13,13,8,4,2,2,3,3,2,3,0,14,0,1,3,7,3,4,8,1,False,False,False,True,False,False,False,5,1,0.9285714285714286,166.1818181818182,2,3.0
38,0,12061,3,19,10,8,1,2,3,2,3,3,3,0,17,0,1,2,25,2,0,1,1,True,False,False,True,False,False,False,7,1,1.7272727272727273,309.2564102564103,2,2.25
58,1,5660,2,12,5,3,4,1,2,3,4,3,3,1,13,0,1,2,1,4,1,2,0,True,False,False,True,False,False,False,4,0,2.0,95.9322033898305,4,3.5
